Test Number,Load Time (seconds),Resource Name,Duration (ms)
6,0.536,https://en.wikipedia.org/w/skins/Vector/resources/skins.vector.styles/images/arrow-down.svg?9426f,52.89999999944121
6,0.536,https://en.wikipedia.org/w/load.php?modules=skins.vector.icons&image=language&variant=progressive&format=original&lang=en&skin=vector-2022&version=zvial,52.90000000037253
6,0.536,https://en.wikipedia.org/w/skins/Vector/resources/skins.vector.styles/images/arrow-down-progressive.svg?f0b59,54.39999999944121
6,0.536,https://en.wikipedia.org/w/skins/Vector/resources/skins.vector.styles/images/bullet-icon.svg?d4515,53.799999999813735
6,0.536,https://en.wikipedia.org/w/skins/Vector/resources/skins.vector.styles/images/link-external-small-ltr-progressive.svg?30a3a,54.59999999962747
6,0.536,https://upload.wikimedia.org/wikipedia/commons/6/65/Lock-green.svg,152
6,0.536,https://upload.wikimedia.org/wikipedia/commons/4/4d/Icon_pdf_file.png,151.40000000037253
6,0.536,https://en.wikipedia.org/static/images/footer/wikimedia-button.png,51.299999999813735
6,0.536,https://en.wikipedia.org/static/images/footer/poweredby_mediawiki_88x31.png,52.10000000055879
6,0.536,https://en.wikipedia.org/w/load.php?lang=en&modules=ext.gadget.ReferenceTooltips%2Cswitcher&skin=vector-2022&version=7q91c,52.799999999813735
6,0.536,https://en.wikipedia.org/w/load.php?lang=en&modules=ext.visualEditor.core.utils.parsing%7Cext.visualEditor.desktopArticleTarget.init%7Cext.visualEditor.progressBarWidget%2CsupportCheck%2CtargetLoader%2CtempWikitextEditorWidget%2Ctrack%2Cve&skin=vector-2022&version=1qn5j,58
